,x_a,x_b,y_a,y_b,Gmix,Hull_Gmix
466,0.74995,0.25005,0.6666333333333333,0.33336666666666664,-4.612548906579196,-7.993985340490084
467,0.74995,0.25005,0.7082916666666667,0.2917083333333333,-4.467427636614737,-7.76302960563663
468,0.74995,0.25005,0.74995,0.25005,-4.245012872471786,-7.454780376604684
469,0.74995,0.25005,0.7916083333333332,0.20839166666666664,-3.926629055936388,-7.050562095180293
470,0.74995,0.25005,0.8332666666666666,0.16673333333333332,-3.484499542672559,-6.522598117027469
471,0.74995,0.25005,0.874925,0.125075,-2.8749852653543257,-5.827249374820248
472,0.74995,0.25005,0.9165833333333333,0.08341666666666667,-2.022147136385712,-4.888576780962627
473,0.74995,0.25005,0.9582416666666667,0.041758333333333335,-0.7636557778211,-3.544250957509032
474,0.74995,0.25005,0.9999,0.0001,1.6602215150948805,-1.0345391997040472
475,0.7916083333333332,0.20839166666666664,0.0001,0.9999,2.682835030686114,-0.8125243340714104
476,0.7916083333333332,0.20839166666666664,0.041758333333333335,0.9582416666666667,0.08609600869170642,-3.3405957841546385
477,0.7916083333333332,0.20839166666666664,0.08341666666666667,0.9165833333333333,-1.3452570789513452,-4.703281299886481
478,0.7916083333333332,0.20839166666666664,0.125075,0.874925,-2.370956936998393,-5.66031358602234
479,0.7916083333333332,0.20839166666666664,0.16673333333333332,0.8332666666666666,-3.1533329433950534,-6.374022020507816
480,0.7916083333333332,0.20839166666666664,0.20839166666666664,0.7916083333333332,-3.7683241857373133,-6.920345690938874
481,0.7916083333333332,0.20839166666666664,0.25005,0.74995,-4.259569731351153,-7.342923664641514
482,0.7916083333333332,0.20839166666666664,0.2917083333333333,0.7082916666666667,-4.654846224572527,-7.669532585951688
483,0.7916083333333332,0.20839166666666664,0.33336666666666664,0.6666333333333333,-4.972829223615413,-7.918848013083395
484,0.7916083333333332,0.20839166666666664,0.375025,0.624975,-5.226375392733836,-8.103726610290623
485,0.7916083333333332,0.20839166666666664,0.4166833333333333,0.5833166666666666,-5.42428399260454,-8.232967638250129
486,0.7916083333333332,0.20839166666666664,0.45834166666666665,0.5416583333333334,-5.5722952906476095,-8.312311364381996
487,0.7916083333333332,0.20839166666666664,0.5,0.5,-5.673658709997934,-8.34500721182113
488,0.7916083333333332,0.20839166666666664,0.5416583333333334,0.45834166666666665,-5.729426995061033,-8.332107924973021
489,0.7916083333333332,0.20839166666666664,0.5833166666666666,0.4166833333333333,-5.738547401431379,-8.2725607594322
490,0.7916083333333332,0.20839166666666664,0.624975,0.375025,-5.697770505974098,-8.163116292063707
491,0.7916083333333332,0.20839166666666664,0.6666333333333333,0.33336666666666664,-5.601356041269099,-7.9980342554475135
492,0.7916083333333332,0.20839166666666664,0.7082916666666667,0.2917083333333333,-5.440504746639633,-7.768515388906851
493,0.7916083333333332,0.20839166666666664,0.74995,0.25005,-5.202359957831668,-7.461703028187692
494,0.7916083333333332,0.20839166666666664,0.7916083333333332,0.20839166666666664,-4.868246116631266,-7.058921615076091
495,0.7916083333333332,0.20839166666666664,0.8332666666666666,0.16673333333333332,-4.410386578702415,-6.532394505236057
496,0.7916083333333332,0.20839166666666664,0.874925,0.125075,-3.785142276719185,-5.838482631341623
497,0.7916083333333332,0.20839166666666664,0.9165833333333333,0.08341666666666667,-2.9165741230855495,-4.901246905796791
